0_EU_circo;01_code_région;02_nom_région;03_chef-lieu_région;04_numéro_département;05_nom_département;06_préfecture;07_numéro_circonscription;08_nom_commune;09_codes_postaux;10_code_insee;11_latitude;12_longitude;13_éloignement
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Anglemont;88700;88008;48.383333;6.666667;1.39
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Arches;88380;88011;48.116667;6.533333;1.05
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Archettes;88380;88012;48.116667;6.533333;1.05
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Autrey;88700;88021;48.3;6.683333;1.33
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Badménil-aux-Bois;88330;88027;48.3;6.516667;1.47
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Bayecourt;88150;88040;48.266667;6.483333;1.26
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Bazien;88700;88042;48.416667;6.683333;1.69
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Brû;88700;88077;48.35;6.683333;1.08
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Bult;88700;88080;48.3;6.6;1
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Chantraine;88000;88087;48.166667;6.433333;1.42
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Charmois-l'Orgueilleux;88270;88092;48.1;6.266667;1.86
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Châtel-sur-Moselle;88330;88094;48.3;6.4;1
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Chaumousey;88390;88098;48.166667;6.333333;0.79
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Chavelot;88150;88099;48.233333;6.433333;0.56
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Clézentaine;88700;88110;48.416667;6.533333;1.69
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Damas-aux-Bois;88330;88121;48.4;6.45;1.54
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Darnieulles;88390;88126;48.2;6.35;0.29
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Deinvillers;88700;88127;48.416667;6.55;1.69
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Deyvillers;88000;88132;48.2;6.516667;0.66
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Dignonville;88000;88133;48.25;6.5;1.16
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Dinozé;88000;88134;48.133333;6.483333;1.5
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Dogneville;88000;88136;48.216667;6.45;0.91
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Domèvre-sur-Avière;88390;88142;48.216667;6.383333;1.28
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Domèvre-sur-Durbion;88330;88143;48.283333;6.466667;0.96
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Dommartin-aux-Bois;88390;88147;48.166667;6.266667;2.25
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Domptail;88700;88153;48.45;6.616667;2
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Doncières;88700;88156;48.4;6.633333;1.54
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Dounoux;88220;88157;48.1;6.45;1.2
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Epinal;88000;88160;48.183333;6.45;0.91
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Fauconcourt;88700;88168;48.366667;6.533333;1.24
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Fomerey;88390;88174;48.216667;6.333333;0.7
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Frizon;88440;88190;;;
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Gigney;88390;88200;48.233333;6.333333;1.14
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Girancourt;88390;88201;48.166667;6.316667;1.05
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Girmont;88150;88204;48.266667;6.433333;0.33
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Golbey;88190;88209;48.2;6.433333;0.33
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Hadigny-les-Verrières;88330;88224;48.316667;6.466667;0.78
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Hadol;88220;88225;48.083333;6.483333;1.35
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Haillainville;88330;88228;48.4;6.483333;1.54
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Hardancourt;88700;88230;48.383333;6.566667;1.39
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Housseras;88700;88243;48.316667;6.716667;1.56
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Igney;88150;88247;48.283333;6.4;0.7
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Jeanménil;88700;88251;48.333333;6.683333;1.04
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Jeuxey;88000;88253;48.2;6.483333;0.47
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;La Baffe;88460;88028;48.166667;6.566667;1.7
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;La Chapelle-aux-Bois;88240;88088;48.033333;6.333333;1.81
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Le Clerjus;88240;88108;47.966667;6.316667;2.42
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Les Forges;88390;88178;48.183333;6.383333;1.14
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Longchamp;88000;88273;48.216667;6.516667;0.76
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Mazeley;88150;88294;48.25;6.333333;1.86
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Ménarmont;88700;88298;48.416667;6.65;1.69
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Ménil-sur-Belvitte;88700;88301;48.383333;6.7;1.39
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Moriville;88330;88313;48.35;6.433333;1.08
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Moyemont;88700;88318;48.35;6.533333;1.22
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Nomexy;88440;88327;48.3;6.383333;0.63
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Nossoncourt;88700;88333;48.4;6.666667;1.54
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Oncourt;88150;88337;48.25;6.366667;1.18
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Ortoncourt;88700;88338;48.366667;6.516667;1.43
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Pallegney;88330;88342;48.3;6.45;0.63
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Rambervillers;88700;88367;48.35;6.633333;1.08
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Rehaincourt;88330;88379;48.366667;6.466667;1.24
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Renauvoid;88390;88388;;;
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Romont;88700;88395;48.366667;6.583333;1.24
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Roville-aux-Chênes;88700;88402;48.383333;6.6;1.39
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Saint-Benoît-la-Chipotte;88700;88412;48.366667;6.733333;1.61
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Sainte-Barbe;88700;88410;;;
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Saint-Genest;88700;88416;48.35;6.516667;1.45
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Saint-Gorgon;88700;88417;48.333333;6.65;0.93
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Saint-Maurice-sur-Mortagne;88700;88425;48.383333;6.583333;1.39
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Saint-Pierremont;88700;88432;48.433333;6.583333;1.85
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Sanchey;88390;88439;48.183333;6.366667;0.7
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Sercoeur;88600;88454;48.25;6.533333;2.12
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Thaon-les-Vosges;88150;88465;48.25;6.416667;0.29
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Uriménil;88220;88481;48.1;6.4;1.2
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Uxegney;88390;88483;48.2;6.366667;0.67
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Uzemain;88220;88484;48.083333;6.35;1.51
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Vaudéville;88000;88495;48.233333;6.55;1.6
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Vaxoncourt;88330;88497;48.283333;6.416667;1.01
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Villoncourt;88150;88509;48.266667;6.516667;1.95
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Vomécourt;88700;88521;;;
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Xaffévillers;88700;88527;48.416667;6.616667;1.69
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Xertigny;88220;88530;48.05;6.4;1.66
Est;41;Lorraine;Metz;88;Vosges;Épinal;1;Zincourt;88330;88532;48.3;6.433333;0.63
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Allarmont;88110;88005;48.483333;7.016667;2.3
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Anould;88650;88009;48.183333;6.95;1.76
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Arrentès-de-Corcieux;88430;88014;48.133333;6.866667;1.53
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Aumontzey;88640;88018;48.166667;6.783333;1.3
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Aydoilles;88600;88026;48.216667;6.566667;1.6
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Ban-de-Laveline;88520;88032;48.25;7.066667;2.08
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Ban-de-Sapt;88210;88033;;;
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Ban-sur-Meurthe-Clefcy;88230;88034;;;
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Barbey-Seroux;88640;88035;48.133333;6.833333;1.87
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Beauménil;88600;88046;48.183333;6.733333;1.16
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Belmont-sur-Buttant;88600;88050;48.216667;6.766667;1.25
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Belval;88210;88053;48.416667;7.05;2.03
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Bertrimoutier;88520;88054;48.266667;7.05;2.03
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Biffontaine;88430;88059;48.216667;6.8;1.89
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Bois-de-Champ;88600;88064;;;
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Brouvelieures;88600;88076;48.233333;6.733333;1.16
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Bruyères;88600;88078;48.2;6.716667;1.11
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Celles-sur-Plaine;88110;88082;48.466667;6.95;2.15
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Champdray;88640;88085;48.133333;6.75;1.2
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Champ-le-Duc;88600;88086;48.2;6.716667;1.11
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Charmois-devant-Bruyères;88460;88091;48.166667;6.6;0.9
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Châtas;88210;88093;48.366667;7.033333;1.99
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Cheniménil;88460;88101;48.133333;6.6;0.89
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Coinches;88100;88111;48.25;7.033333;1.99
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Colroy-la-Grande;88490;88112;48.316667;7.116667;2.22
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Combrimont;88490;88113;48.283333;7.066667;2.08
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Corcieux;88430;88115;48.166667;6.883333;1.57
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Denipaire;88210;88128;48.35;6.966667;1.8
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Destord;88600;88130;48.266667;6.616667;1.14
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Deycimont;88600;88131;48.166667;6.65;0.93
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Docelles;88460;88135;48.15;6.616667;0.84
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Domfaing;88600;88145;48.233333;6.75;1.2
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Dompierre;88600;88152;48.25;6.566667;1.67
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Entre-deux-Eaux;88650;88159;48.233333;7;1.89
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Etival-Clairefontaine;88480;88165;48.366667;6.883333;1.57
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Fays;88600;88169;48.2;6.683333;1.02
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Fiménil;88600;88172;48.183333;6.716667;1.11
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Fontenay;88600;88175;48.216667;6.583333;1.37
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Fraize;88230;88181;48.183333;7;1.89
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Frapelle;88490;88182;48.3;7.066667;2.08
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Fremifontaine;88600;88184;48.266667;6.683333;1.02
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Gemaingoutte;88520;88193;48.25;7.083333;2.12
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Gerbépal;88430;88198;48.15;6.916667;1.66
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Girecourt-sur-Durbion;88600;88203;48.25;6.6;1.23
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Grandrupt;88210;88215;48.366667;7.066667;2.08
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Grandvillers;88600;88216;48.233333;6.683333;1.02
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Granges-sur-Vologne;88640;88218;48.15;6.783333;1.3
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Gugnécourt;88600;88222;48.25;6.616667;1.01
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Herpelmont;88600;88240;48.166667;6.733333;1.16
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Hurbache;88210;88245;48.35;6.933333;2.15
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Jussarupt;88640;88256;48.166667;6.75;1.2
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;La Bourgonce;88470;88068;48.316667;6.833333;1.43
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;La Chapelle-devant-Bruyères;88600;88089;;;
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;La Croix-aux-Mines;88520;88120;48.216667;7.05;2.03
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;La Grande-Fosse;88490;88213;;;
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;La Houssière;88430;88244;48.2;6.85;1.48
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;La Neuveville-devant-Lépanges;88600;88322;;;
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;La Petite-Fosse;88490;88345;;;
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;La Petite-Raon;88210;88346;48.4;7;1.89
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;La Salle;88470;88438;48.333333;6.833333;1.43
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Laval-sur-Vologne;88600;88261;48.2;6.7;1.07
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Laveline-devant-Bruyères;88600;88262;48.183333;6.75;1.2
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Laveline-du-Houx;88640;88263;48.133333;6.7;1.62
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;La Voivre;88470;88519;48.333333;6.9;1.62
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Le Beulay;88490;88057;48.3;7.066667;2.08
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Le Mont;88210;88306;48.416667;7.033333;1.99
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Lépanges-sur-Vologne;88600;88266;;;
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Le Puid;88210;88362;48.4;7.05;2.03
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Le Roulier;88460;88399;48.166667;6.616667;0.84
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Le Saulcy;88210;88444;48.416667;7.05;2.03
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Les Poulières;88600;88356;48.2;6.8;1.68
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Les Rouges-Eaux;88600;88398;48.266667;6.816667;2.02
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Lesseux;88490;88268;48.283333;7.083333;2.12
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Le Valtin;88230;88492;48.1;7.033333;1.99
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Le Vermont;88210;88501;48.383333;7.066667;2.08
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Lubine;88490;88275;48.316667;7.15;2.31
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Lusse;88490;88276;48.283333;7.1;2.17
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Luvigny;88110;88277;48.5;7.066667;2.45
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Mandray;88650;88284;48.216667;7;1.89
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Méménil;88600;88297;48.216667;6.616667;0.9
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Ménil-de-Senones;88210;88300;48.383333;7;1.89
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Mortagne;88600;88315;48.266667;6.75;1.2
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Moussey;88210;88317;;;
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Moyenmoutier;88420;88319;48.383333;6.916667;1.66
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Nayemont-les-Fosses;88100;88320;48.3;7.016667;1.94
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Neuvillers-sur-Fave;88100;88326;48.283333;7.033333;1.99
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Nompatelize;88470;88328;48.333333;6.85;1.48
Est;41;Lorraine;Metz;88;Vosges;Épinal;2;Nonzeville;88600;88331;48.266667;6.633333;0.97
